,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
300,20,115.0,10500,5,5,1964,1964,144.0,998.0,0.0,294.0,1292.0,1292,0,0,1292,1.0,0.0,1,1,3,1,6,2,1964.0,2.0,520.0,0,32,0,0,92,0,0,7,2009,160761.19345870562
301,60,100.0,8970,5,6,1965,1965,0.0,388.0,0.0,356.0,744.0,825,1315,0,2140,0.0,0.0,2,1,4,1,7,1,1965.0,2.0,549.0,0,40,264,0,0,0,0,6,2009,168577.72492900395
302,80,85.0,11475,6,6,1961,1961,90.0,568.0,0.0,640.0,1208.0,1576,0,0,1576,1.0,0.0,1,0,4,1,7,1,1961.0,2.0,368.0,85,0,0,0,0,0,0,9,2009,166337.63393699154
303,20,68.0,9768,5,5,1955,1955,0.0,100.0,247.0,613.0,960.0,960,0,0,960,1.0,0.0,1,0,2,1,5,0,1955.0,1.0,330.0,0,70,0,0,0,0,0,2,2009,110452.7773219049
304,20,90.0,9900,6,5,1967,1967,0.0,1173.0,0.0,507.0,1680.0,1691,0,0,1691,1.0,0.0,1,0,2,1,5,0,1967.0,2.0,550.0,0,67,260,0,0,0,0,4,2009,169784.08263545544
305,20,92.0,10573,6,6,1961,1961,3.0,1312.0,0.0,141.0,1453.0,1453,0,0,1453,1.0,0.0,2,0,3,1,6,1,1961.0,2.0,530.0,0,49,0,0,288,0,0,4,2009,196802.91002076498
306,20,80.0,14695,6,8,1966,2008,210.0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,1.0,0.0,2,0,2,1,5,2,1966.0,2.0,542.0,0,110,0,0,342,0,0,7,2009,253335.93101703684
307,20,73.0,8760,5,7,1956,1956,164.0,856.0,0.0,313.0,1169.0,1144,0,0,1144,1.0,0.0,1,0,3,1,6,0,1956.0,1.0,286.0,257,0,0,0,0,0,0,6,2009,132504.53066600885
308,20,69.5,12285,7,6,1960,1960,128.0,544.0,0.0,785.0,1329.0,1329,0,0,1329,0.0,0.0,1,1,3,1,5,2,1960.0,2.0,441.0,0,0,203,0,0,0,0,8,2009,186486.27539962064
309,20,66.0,9240,6,8,1959,1998,0.0,708.0,0.0,280.0,988.0,988,0,0,988,1.0,0.0,2,0,3,1,6,0,1959.0,1.0,297.0,156,0,0,0,0,0,0,6,2009,161301.31236858515
310,20,70.0,8750,5,5,1956,1956,0.0,435.0,202.0,565.0,1202.0,1202,0,0,1202,0.0,1.0,1,0,3,1,6,0,1956.0,1.0,304.0,0,35,120,0,0,0,0,11,2009,116990.52193212803
311,20,70.0,8750,5,5,1955,1955,0.0,172.0,483.0,727.0,1382.0,1382,0,0,1382,0.0,1.0,1,0,3,1,6,0,1955.0,1.0,350.0,280,0,0,0,0,0,0,7,2009,121967.38731402768
312,20,80.0,10400,4,5,1956,1956,0.0,155.0,750.0,295.0,1200.0,1200,0,0,1200,1.0,0.0,1,0,3,1,6,2,1956.0,1.0,294.0,0,189,140,0,0,0,0,11,2009,124275.94965628975
313,90,76.0,9482,5,4,1958,1958,657.0,0.0,0.0,1866.0,1866.0,1866,0,0,1866,0.0,0.0,2,0,4,2,8,0,1958.0,2.0,495.0,0,0,0,0,0,0,0,12,2009,127925.2675819388
314,20,53.0,8128,6,7,1954,1954,80.0,490.0,0.0,572.0,1062.0,1062,0,0,1062,1.0,0.0,1,0,3,1,6,0,1954.0,1.0,297.0,0,0,0,0,0,0,0,2,2009,136998.6996197284
315,20,67.0,13070,5,5,1951,1951,0.0,308.0,0.0,323.0,631.0,1112,0,0,1112,0.0,0.0,1,0,2,1,5,0,1951.0,2.0,480.0,0,0,0,0,255,0,0,10,2009,129072.32571681534
316,30,80.0,8480,5,6,1945,1950,0.0,700.0,0.0,93.0,793.0,793,0,0,793,1.0,0.0,1,0,2,1,4,0,1945.0,1.0,240.0,0,0,0,0,0,0,0,8,2009,106156.22287700653
317,20,60.0,7626,5,8,1952,2005,0.0,931.0,0.0,100.0,1031.0,1031,0,0,1031,1.0,0.0,1,0,2,1,5,0,1952.0,1.0,230.0,0,0,0,0,0,0,0,3,2009,137047.42212153453
318,20,75.0,9533,5,5,1953,1953,140.0,0.0,0.0,0.0,0.0,1210,0,0,1210,0.0,0.0,1,1,2,1,7,0,1953.0,1.0,616.0,208,0,100,0,0,0,0,8,2009,118579.46237962181
319,60,78.0,11419,7,7,1948,1999,0.0,699.0,0.0,0.0,699.0,801,726,0,1527,1.0,0.0,1,1,3,1,6,1,1948.0,2.0,410.0,0,0,134,0,0,0,0,12,2009,197542.8400223135
320,20,60.0,9600,5,6,1950,1950,0.0,390.0,0.0,810.0,1200.0,1200,0,0,1200,0.0,0.0,1,0,3,1,6,0,1950.0,1.0,246.0,126,0,0,0,0,0,0,8,2009,116052.57453538435
321,20,53.0,5470,3,5,1958,1958,0.0,0.0,0.0,792.0,792.0,792,0,0,792,0.0,0.0,1,0,2,1,4,0,1958.0,1.0,366.0,0,90,0,0,0,0,0,8,2009,83392.64338845672
322,60,60.0,10800,5,7,1939,2006,0.0,0.0,0.0,676.0,676.0,676,676,0,1352,0.0,1.0,2,0,4,1,7,0,1939.0,2.0,720.0,187,0,128,0,0,0,0,8,2009,149376.59432704418
323,70,80.0,8146,4,8,1900,2003,0.0,0.0,0.0,405.0,405.0,717,322,0,1039,0.0,0.0,1,0,2,1,6,0,1940.0,1.0,281.0,0,0,168,0,111,0,0,5,2009,101057.05909825349
324,30,60.0,10230,5,7,1925,1950,0.0,0.0,0.0,1054.0,1054.0,1078,0,0,1078,0.0,0.0,1,0,3,1,6,0,1987.0,1.0,264.0,0,0,0,0,112,0,0,12,2009,110471.45470761505
325,50,60.0,10410,4,5,1915,1950,0.0,0.0,0.0,1313.0,1313.0,1313,0,1064,2377,0.0,0.0,2,0,3,1,8,1,1954.0,2.0,528.0,0,0,432,0,0,0,0,6,2009,166520.3198077514
326,70,60.0,7200,7,9,1910,2008,0.0,0.0,0.0,560.0,560.0,930,760,0,1690,0.0,0.0,2,0,4,1,5,0,2008.0,2.0,624.0,0,0,112,0,0,0,0,8,2009,166859.18362646687
327,30,90.0,5400,2,5,1940,1950,0.0,0.0,0.0,416.0,416.0,599,0,0,599,1.0,0.0,1,0,2,1,4,0,1994.0,0.0,0.0,0,81,0,0,0,0,0,6,2009,63439.80262263394
328,30,60.0,10800,5,7,1920,1950,0.0,0.0,0.0,720.0,720.0,846,0,0,846,0.0,0.0,1,0,2,1,4,0,1980.0,2.0,576.0,0,0,0,0,0,0,0,6,2009,104790.23329482
329,30,60.0,10800,3,5,1890,1998,0.0,0.0,0.0,630.0,630.0,725,0,0,725,0.0,0.0,1,1,1,1,4,0,1959.0,1.0,320.0,0,30,0,0,0,0,0,11,2009,74104.15208594344
330,90,81.0,9671,6,5,1969,1969,480.0,0.0,0.0,1248.0,1248.0,1248,1296,0,2544,0.0,0.0,2,2,6,2,12,0,1969.0,3.0,907.0,0,0,0,0,0,0,0,8,2009,203066.88753630323
331,20,83.0,10143,6,7,1963,1963,295.0,384.0,0.0,996.0,1380.0,1380,0,0,1380,0.0,0.0,1,1,3,1,6,0,1963.0,1.0,364.0,0,0,0,0,216,0,0,6,2009,156803.4485048877
332,20,77.0,11500,6,4,1967,1967,0.0,872.0,60.0,108.0,1040.0,1040,0,0,1040,1.0,0.0,1,0,3,1,6,1,1967.0,2.0,480.0,0,0,156,0,0,0,0,5,2009,152002.80658894288
333,20,62.0,8010,6,9,1958,2007,0.0,745.0,0.0,206.0,951.0,951,0,0,951,1.0,0.0,1,0,2,1,6,0,1985.0,2.0,480.0,0,0,42,0,0,0,450,9,2009,173435.50534020897
334,20,90.0,10454,6,6,1957,1957,143.0,546.0,0.0,559.0,1105.0,1105,0,0,1105,0.0,0.0,1,0,3,1,5,0,1957.0,1.0,308.0,0,0,0,0,0,0,0,4,2009,121133.85142950408
335,20,80.0,9000,6,6,1958,1958,82.0,0.0,0.0,160.0,160.0,1142,0,0,1142,0.0,0.0,1,0,2,1,5,1,1958.0,1.0,384.0,0,28,64,0,0,0,0,4,2009,127520.94562379694
336,50,60.0,8064,6,5,1950,1950,0.0,621.0,0.0,174.0,795.0,765,368,0,1133,0.0,0.0,1,0,3,1,5,0,1989.0,2.0,900.0,0,0,0,0,231,0,0,12,2009,135923.30306100778
337,20,71.0,7350,5,6,1958,1958,0.0,0.0,0.0,1041.0,1041.0,1041,0,0,1041,0.0,0.0,1,0,3,1,6,0,1958.0,1.0,294.0,0,0,0,0,0,0,0,3,2009,111257.855168907
338,20,60.0,7200,5,7,1952,1952,0.0,630.0,102.0,0.0,732.0,732,0,0,732,1.0,0.0,1,0,2,1,4,0,1952.0,1.0,240.0,0,68,0,0,0,0,0,9,2009,113040.03450753784
339,80,80.0,8000,5,5,1959,1959,0.0,433.0,95.0,0.0,528.0,1183,0,0,1183,1.0,0.0,1,0,3,1,6,0,1959.0,1.0,288.0,0,0,0,0,0,0,0,7,2009,112473.77077862617
340,50,60.0,10800,4,7,1949,1996,0.0,0.0,0.0,832.0,832.0,832,629,0,1461,0.0,0.0,2,0,4,1,6,0,1949.0,1.0,384.0,0,204,0,0,0,0,0,8,2009,117525.67650361954
341,50,60.0,8064,6,7,1948,1994,0.0,120.0,0.0,744.0,864.0,1064,0,431,1495,0.0,0.0,1,0,3,1,6,0,1994.0,2.0,576.0,180,36,0,0,0,0,0,8,2009,161773.40550066953
342,60,76.0,7570,6,5,1964,1964,420.0,0.0,0.0,780.0,780.0,993,813,0,1806,0.0,0.0,1,1,4,1,8,0,1964.0,2.0,483.0,0,55,0,0,0,0,0,3,2009,146943.01823097275
343,90,75.0,8604,5,7,1978,1978,124.0,941.0,0.0,0.0,941.0,941,0,0,941,1.0,0.0,1,0,2,1,4,0,1978.0,2.0,564.0,0,40,0,0,0,0,0,11,2009,135025.21379993923
344,20,80.0,7936,6,6,1963,1963,0.0,826.0,0.0,219.0,1045.0,1045,0,0,1045,1.0,0.0,1,0,3,1,6,1,1963.0,1.0,264.0,0,0,0,0,0,0,0,4,2009,142044.0333155057
345,50,68.0,4080,6,8,1935,1998,0.0,0.0,0.0,901.0,901.0,861,517,0,1378,0.0,0.0,1,0,3,1,6,0,1920.0,1.0,162.0,54,0,40,0,0,0,0,6,2009,135915.97261774974
346,90,57.0,10307,6,5,1910,1950,0.0,633.0,0.0,339.0,972.0,972,972,0,1944,1.0,0.0,2,0,4,2,12,0,1920.0,2.0,324.0,0,28,169,0,0,0,0,6,2009,148169.91566750428
347,50,90.0,15660,5,8,1910,2003,0.0,0.0,0.0,240.0,240.0,810,496,0,1306,0.0,0.0,1,1,3,1,6,0,1959.0,2.0,472.0,0,0,0,0,0,0,0,7,2009,126403.67471742161
348,70,90.0,9900,5,8,1910,2002,0.0,0.0,0.0,504.0,504.0,764,700,0,1464,0.0,0.0,2,0,3,1,7,0,1949.0,0.0,0.0,0,0,176,0,0,0,0,3,2009,110254.59809854647
349,70,57.0,6406,5,6,1939,1950,0.0,421.0,0.0,269.0,690.0,868,690,0,1558,0.0,0.0,1,1,3,1,7,1,1939.0,2.0,400.0,0,36,0,0,182,0,0,10,2009,142398.76983900164
350,190,63.0,7627,4,6,1920,1950,0.0,0.0,0.0,600.0,600.0,1101,600,0,1701,0.0,0.0,2,0,4,2,8,0,1942.6666666666667,0.0,0.0,0,0,148,0,0,0,0,10,2009,83544.81810965667
351,50,56.0,10134,5,5,1910,1950,0.0,0.0,0.0,801.0,801.0,801,646,0,1447,0.0,0.0,1,0,3,1,6,0,1946.3333333333333,0.0,0.0,80,0,244,0,0,0,0,7,2009,92869.45771065925
352,50,50.0,6000,5,7,1950,1970,0.0,384.0,0.0,384.0,768.0,768,560,0,1328,0.0,0.0,1,1,3,1,6,0,1950.0,1.0,308.0,0,12,0,0,0,0,0,3,2009,121560.66746795303
353,30,62.0,7404,4,6,1920,1950,0.0,0.0,0.0,861.0,861.0,861,0,0,861,0.0,0.0,1,0,2,1,5,0,1920.0,2.0,288.0,0,0,128,0,0,0,0,11,2009,97696.65421950124
354,30,50.0,5925,2,4,1940,1950,0.0,0.0,0.0,0.0,0.0,612,0,0,612,0.0,0.0,1,0,1,1,4,0,1965.0,1.0,308.0,0,0,25,0,0,0,0,10,2009,65830.17055951295
355,30,60.0,8520,5,8,1923,1950,0.0,0.0,0.0,624.0,624.0,792,0,0,792,0.0,0.0,1,0,2,1,5,0,1963.0,1.0,287.0,0,0,81,0,0,0,0,2,2009,101550.60714543847
356,70,60.0,9600,4,4,1910,1950,0.0,0.0,0.0,677.0,677.0,833,677,0,1510,0.0,0.0,2,0,3,1,7,0,1974.0,2.0,720.0,0,0,160,0,0,0,0,6,2009,99370.741770034
357,70,70.0,8400,6,7,1900,1950,0.0,0.0,0.0,917.0,917.0,1090,917,0,2007,0.0,0.0,2,0,3,1,8,0,1930.0,1.0,357.0,0,235,0,0,0,0,0,6,2009,125204.45292080716
358,70,60.0,3600,6,7,1917,2007,0.0,0.0,0.0,624.0,624.0,664,624,0,1288,1.0,0.0,1,0,3,1,5,1,1917.0,1.0,280.0,0,103,0,0,0,0,0,5,2009,132134.42566438482
359,30,60.0,3300,4,3,1910,1950,0.0,0.0,0.0,624.0,624.0,816,0,0,816,0.0,0.0,1,0,2,1,5,1,1918.5,0.0,0.0,0,33,0,0,0,0,0,6,2009,70412.5610645152
360,50,60.0,5400,6,6,1920,1950,0.0,0.0,0.0,972.0,972.0,1044,0,436,1480,0.0,0.0,1,0,3,1,6,0,1920.0,1.0,207.0,0,0,176,0,0,0,0,9,2009,127135.60029694957
361,70,60.0,9720,6,7,1910,2002,0.0,0.0,0.0,741.0,741.0,780,741,0,1521,0.0,0.0,1,0,4,1,8,0,1950.0,3.0,640.0,0,0,238,0,0,0,0,9,2009,157627.1119563447
362,30,72.0,9392,3,3,1900,1950,0.0,0.0,0.0,245.0,245.0,797,0,0,797,0.0,0.0,1,0,2,1,5,0,1936.5,0.0,0.0,0,36,94,0,0,0,0,9,2009,59918.937693883796
363,30,61.0,6615,6,6,1923,1950,0.0,0.0,0.0,1022.0,1022.0,1432,0,0,1432,0.0,0.0,1,0,3,1,6,1,1923.0,1.0,216.0,266,61,0,0,0,0,0,9,2009,128600.45732958258
364,70,50.0,4960,5,7,1930,1982,0.0,0.0,0.0,297.0,297.0,1001,653,0,1654,0.0,0.0,2,0,3,1,7,1,1955.0,1.0,336.0,244,60,0,0,0,0,0,5,2009,131809.87442552648
365,50,60.0,6000,5,5,1924,1950,444.0,220.0,0.0,248.0,468.0,822,320,0,1142,0.0,0.0,1,0,3,1,6,0,1924.0,1.0,320.0,0,0,98,0,0,0,0,6,2009,96499.50269609161
366,30,51.0,6120,5,6,1925,1999,0.0,0.0,0.0,960.0,960.0,995,0,0,995,0.0,0.0,1,0,2,1,5,0,1926.0,1.0,264.0,0,15,51,0,0,0,0,3,2009,106872.2953802206
367,50,51.0,6120,5,6,1938,1950,0.0,273.0,0.0,679.0,952.0,994,588,0,1582,0.0,0.0,2,0,3,1,6,1,1938.0,1.0,250.0,189,0,34,150,0,0,0,2,2009,131281.8881885162
368,30,50.0,8635,5,5,1925,1950,0.0,134.0,0.0,938.0,1072.0,1072,0,0,1072,1.0,0.0,1,0,2,1,5,0,1982.0,5.0,1184.0,0,0,105,0,0,0,0,8,2009,151599.80237077805
369,70,57.0,8094,6,6,1915,1950,0.0,0.0,0.0,1048.0,1048.0,1048,720,0,1768,0.0,0.0,2,0,3,1,8,0,1930.0,2.0,576.0,0,0,150,0,0,0,0,6,2009,140991.59811389164
370,70,68.0,9928,7,8,1915,1994,0.0,0.0,0.0,672.0,672.0,1272,672,0,1944,0.0,0.0,2,0,3,1,8,0,1915.0,1.0,216.0,24,28,0,0,0,0,400,6,2009,160611.1894405908
371,90,50.0,3000,5,1,1922,1950,0.0,0.0,0.0,1040.0,1040.0,1088,1040,0,2128,0.0,0.0,2,0,4,2,11,0,1921.0,0.0,0.0,0,56,0,0,0,0,0,9,2009,90094.3822127977
372,70,57.0,6876,6,5,1927,1950,0.0,522.0,0.0,198.0,720.0,1146,784,0,1930,1.0,0.0,2,0,4,1,8,0,1927.0,1.0,316.0,0,0,213,0,0,0,0,8,2009,143826.77814596146
373,70,49.0,5775,6,7,1915,2002,0.0,0.0,0.0,483.0,483.0,741,686,0,1427,0.0,0.0,1,0,3,1,7,0,1915.0,1.0,379.0,0,24,112,0,0,0,0,2,2009,126372.5777170593
374,190,41.0,5852,7,5,1902,2000,188.0,169.0,0.0,851.0,1020.0,978,886,0,1864,0.0,0.0,2,1,6,1,9,0,1921.0,0.0,0.0,0,188,102,0,0,0,0,5,2009,118771.80764174025
375,50,60.0,5160,6,6,1927,1950,0.0,0.0,0.0,1204.0,1204.0,1204,462,0,1666,0.0,0.0,1,0,3,1,4,0,1927.0,1.0,384.0,0,0,148,0,0,0,0,8,2009,121740.59322280744
376,85,86.0,5160,4,6,1923,1950,0.0,749.0,63.0,46.0,858.0,892,0,0,892,1.0,0.0,1,0,1,1,5,0,1921.0,0.0,0.0,0,0,105,0,160,0,0,7,2009,89233.25865398863
377,190,60.0,10320,6,7,1915,1965,0.0,276.0,262.0,160.0,698.0,754,649,0,1403,1.0,0.0,1,1,3,1,7,0,1915.0,1.0,308.0,0,0,288,0,0,0,0,2,2009,124778.4376488543
378,20,50.0,4280,4,9,1946,2001,0.0,0.0,0.0,560.0,560.0,704,0,0,704,0.0,1.0,1,0,2,1,4,0,1946.0,1.0,220.0,0,0,24,0,0,0,0,9,2009,110808.89900211417
379,90,60.0,10800,5,5,1987,1988,0.0,1200.0,0.0,0.0,1200.0,1200,0,0,1200,3.0,0.0,3,0,3,1,5,0,1953.0,0.0,0.0,120,0,0,0,0,0,0,3,2009,148405.67561348452
380,90,60.0,10547,5,5,1978,1978,0.0,1152.0,0.0,0.0,1152.0,1152,0,0,1152,2.0,0.0,2,0,2,2,6,0,1960.0,1.0,252.0,0,0,0,0,0,0,0,7,2009,133231.2907194781
381,50,60.0,9780,5,3,1934,1950,0.0,0.0,0.0,585.0,585.0,687,425,0,1112,1.0,0.0,2,0,4,1,6,0,1934.0,1.0,226.0,0,0,0,0,0,0,0,3,2009,99790.6778310159
382,20,75.0,11625,5,6,1967,1967,172.0,527.0,0.0,525.0,1052.0,1052,0,0,1052,0.0,0.0,1,1,3,1,6,1,1984.0,1.0,668.0,0,215,0,0,0,0,0,4,2009,125917.11117467313
383,85,81.5,8014,6,5,1978,1978,23.0,456.0,0.0,0.0,456.0,1034,0,0,1034,0.0,1.0,1,0,3,1,5,1,1978.0,2.0,504.0,0,0,0,0,0,0,0,6,2009,136905.88468662917
384,80,88.0,15400,5,5,1961,1961,0.0,0.0,0.0,552.0,552.0,904,611,259,1774,0.0,0.0,2,0,4,1,8,1,1961.0,1.0,384.0,290,40,0,0,0,0,0,7,2009,138963.77912942582
385,80,88.0,15312,6,5,1960,1960,54.0,588.0,0.0,550.0,1138.0,1138,0,0,1138,0.0,1.0,1,0,3,1,6,1,1960.0,2.0,480.0,0,0,0,0,140,0,0,3,2009,143209.0495486342
386,80,83.0,15584,5,5,1956,1956,366.0,0.0,0.0,825.0,825.0,2071,0,0,2071,0.0,1.0,1,1,4,1,9,1,1956.0,1.0,336.0,131,28,0,0,0,0,0,10,2009,143938.73492576974
387,20,78.0,9000,2,2,1947,1950,0.0,0.0,0.0,0.0,0.0,660,0,0,660,0.0,0.0,1,0,2,1,5,0,1968.0,0.0,0.0,0,0,100,0,0,0,0,6,2009,57922.54140135291
388,20,73.0,15635,4,5,1954,1954,0.0,0.0,0.0,0.0,0.0,1383,0,0,1383,0.0,0.0,1,0,2,1,6,0,1980.0,2.0,498.0,0,0,90,0,110,0,0,10,2009,118920.79106530664
389,20,68.0,9571,5,5,1956,1956,0.0,257.0,0.0,816.0,1073.0,1073,0,0,1073,1.0,0.0,1,0,2,1,5,0,1956.0,1.0,340.0,0,0,0,0,0,0,0,2,2009,114086.72711501842
390,60,50.0,9350,6,7,1946,1950,0.0,342.0,0.0,405.0,747.0,892,747,0,1639,0.0,0.0,1,1,3,1,6,1,1946.0,1.0,240.0,0,50,0,0,0,0,0,7,2009,141189.65889397726
391,20,62.0,7440,5,6,1954,1954,0.0,173.0,0.0,916.0,1089.0,1089,0,0,1089,1.0,0.0,1,0,3,1,5,1,1954.0,1.0,252.0,328,0,0,0,0,0,0,9,2009,130569.34523590293
392,120,42.0,4235,5,5,1984,1984,149.0,552.0,393.0,104.0,1049.0,1049,0,0,1049,1.0,0.0,2,0,2,1,5,0,1984.0,1.0,266.0,0,105,0,0,0,0,0,2,2009,120303.37888388018
393,80,74.0,10778,7,6,1990,1991,0.0,460.0,286.0,308.0,1054.0,1061,0,0,1061,1.0,0.0,1,1,1,1,4,0,1990.0,2.0,462.0,114,36,0,0,0,0,0,7,2009,174045.64329518573
394,80,66.0,19255,6,5,1983,1983,100.0,70.0,450.0,0.0,520.0,1338,0,0,1338,0.0,0.0,1,1,2,1,5,1,1983.0,2.0,576.0,0,0,0,0,0,0,600,9,2009,155362.40486970506
395,60,85.0,10560,7,5,1993,1994,0.0,474.0,0.0,605.0,1079.0,1079,800,0,1879,1.0,0.0,2,1,3,1,8,1,1993.0,2.0,473.0,400,100,144,0,0,0,0,8,2009,237677.91505025091
396,70,120.0,26400,5,7,1880,2007,0.0,0.0,0.0,0.0,0.0,1288,728,0,2016,0.0,0.0,1,0,4,1,7,1,1900.0,2.0,576.0,0,0,0,0,0,0,0,6,2009,132593.06034425282
397,90,64.0,7018,5,5,1979,1979,0.0,0.0,0.0,0.0,0.0,1114,1114,0,2228,0.0,0.0,2,0,6,2,8,0,1979.0,2.0,720.0,73,0,0,0,0,0,0,6,2009,148010.2893749712
398,90,64.0,7018,5,5,1979,1979,0.0,0.0,0.0,0.0,0.0,1535,0,0,1535,0.0,0.0,2,0,4,2,8,0,1979.0,2.0,400.0,0,0,0,0,0,0,0,6,2009,131827.8534163048
399,90,64.0,7040,5,5,1979,1979,216.0,1094.0,0.0,0.0,1094.0,1229,0,0,1229,2.0,0.0,0,2,2,2,6,2,1979.0,2.0,672.0,120,0,0,0,0,0,0,6,2009,162697.10410618884
400,90,64.0,7007,5,5,1979,1979,0.0,0.0,0.0,0.0,0.0,1513,0,0,1513,0.0,0.0,2,0,4,2,8,0,1979.0,2.0,400.0,0,0,0,0,0,0,0,6,2009,131293.0436172658
401,90,69.0,11855,7,5,2000,2000,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,8,2,2000.0,4.0,820.0,312,0,0,0,0,0,0,10,2009,391845.55664333596
402,90,74.0,7939,7,5,2000,2000,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,8,2,2000.0,4.0,820.0,312,0,0,0,0,0,0,10,2009,387602.16874356184
403,90,79.0,7976,7,5,2000,2000,23.0,820.0,0.0,348.0,1168.0,1168,1619,0,2787,2.0,0.0,4,2,6,2,8,2,2000.0,4.0,820.0,312,0,0,0,0,0,0,10,2009,386361.74641897745
404,20,84.0,10933,9,5,2009,2009,242.0,1021.0,0.0,534.0,1555.0,1680,0,0,1680,1.0,0.0,1,1,1,1,8,1,2009.0,3.0,1138.0,185,24,0,0,0,0,0,7,2009,322678.64735318354
405,20,65.0,10816,9,5,2008,2008,364.0,1104.0,0.0,616.0,1720.0,1720,0,0,1720,1.0,0.0,2,0,3,1,8,1,2008.0,3.0,846.0,208,104,0,0,0,0,0,11,2009,327087.05894315394
406,20,71.0,9178,8,5,2008,2008,0.0,0.0,0.0,1468.0,1468.0,1468,0,0,1468,0.0,0.0,2,0,3,1,6,1,2008.0,3.0,904.0,192,142,0,0,0,0,0,6,2009,248878.99808388643
407,20,77.0,11422,8,5,2007,2008,352.0,1359.0,0.0,479.0,1838.0,1838,0,0,1838,1.0,0.0,2,0,3,1,7,2,2007.0,2.0,524.0,154,222,0,0,0,0,0,4,2009,278974.54014788027
408,20,64.0,6762,7,5,2007,2007,0.0,902.0,0.0,380.0,1282.0,1290,0,0,1290,1.0,0.0,2,0,2,1,6,1,2007.0,2.0,662.0,168,0,0,0,0,0,0,5,2009,219675.67671585968
409,20,95.0,10324,8,5,2008,2008,140.0,872.0,0.0,382.0,1254.0,1254,0,0,1254,1.0,0.0,2,0,2,1,5,0,2008.0,3.0,810.0,168,92,0,0,0,0,0,3,2009,236896.121188441
410,20,78.0,11645,8,5,2005,2006,76.0,24.0,0.0,1474.0,1498.0,1498,0,0,1498,0.0,0.0,2,0,3,1,7,1,2005.0,3.0,844.0,144,98,0,0,0,0,0,3,2009,248930.52137541506
411,60,79.0,11646,6,5,2005,2006,0.0,0.0,0.0,704.0,704.0,704,718,0,1422,0.0,0.0,2,1,3,1,7,1,2005.0,2.0,440.0,36,28,0,0,0,0,0,7,2009,178207.53447627515
412,60,72.0,16698,7,5,1992,1993,0.0,800.0,0.0,649.0,1449.0,944,815,0,1759,1.0,0.0,2,1,3,1,7,1,1992.0,2.0,525.0,150,193,0,0,0,0,0,6,2009,220434.38209181378
413,20,65.0,9757,5,7,1994,1994,0.0,755.0,0.0,235.0,990.0,990,0,0,990,1.0,0.0,1,0,3,1,5,0,1995.0,1.0,440.0,66,0,0,0,92,0,0,10,2009,152277.9896014042
414,20,65.0,14753,7,5,1998,1998,0.0,950.0,0.0,513.0,1463.0,1463,0,0,1463,1.0,0.0,2,0,3,1,5,0,1998.0,2.0,539.0,0,81,0,0,0,0,0,12,2009,204544.10638076073
415,60,70.0,8750,6,5,1998,1998,120.0,606.0,0.0,322.0,928.0,928,844,0,1772,1.0,0.0,2,1,3,1,7,1,1998.0,2.0,492.0,150,96,0,0,0,0,0,4,2009,200982.50499421934
416,20,65.0,10739,7,5,2002,2001,68.0,1259.0,0.0,172.0,1431.0,1444,0,0,1444,1.0,0.0,2,0,3,1,6,0,2002.0,2.0,577.0,144,40,0,0,0,0,0,4,2009,210844.47699832413
417,20,75.0,11166,7,5,2001,2001,180.0,24.0,0.0,1468.0,1492.0,1492,0,0,1492,0.0,0.0,2,0,3,1,6,1,2001.0,2.0,608.0,0,114,0,0,168,0,0,7,2009,212403.75170318535
418,20,75.5,16269,5,5,1978,1978,76.0,625.0,0.0,282.0,907.0,907,0,0,907,0.0,0.0,1,0,3,1,5,0,1978.0,1.0,343.0,72,0,0,0,0,0,0,7,2009,115509.55408883357
419,20,76.0,6950,5,7,1979,1979,40.0,710.0,72.0,132.0,914.0,914,0,0,914,1.0,0.0,1,0,2,1,5,0,1979.0,2.0,444.0,0,0,0,0,0,0,0,10,2009,144462.30906733137
420,20,90.0,11664,7,5,2002,2002,0.0,1234.0,0.0,335.0,1569.0,1611,0,0,1611,1.0,0.0,2,0,3,1,6,0,2002.0,3.0,1231.0,262,93,0,0,0,0,0,9,2009,245543.38857609258
421,60,80.0,12334,8,5,2003,2003,198.0,0.0,0.0,1068.0,1068.0,1068,1116,0,2184,0.0,0.0,2,1,4,1,8,1,2003.0,2.0,570.0,192,132,0,0,0,0,0,6,2009,247109.0026954098
422,60,70.0,8749,7,5,2002,2002,99.0,0.0,0.0,840.0,840.0,840,885,0,1725,0.0,0.0,2,1,3,1,6,0,2002.0,2.0,550.0,0,48,0,0,0,0,0,11,2009,190065.37386684198
